,circuit_id,timestamp,day_of_week,value_kWh
38,f2704a97-4b42-4d82-a3e6-7712795e69e1-GaroCS-42B1FAA056E80,2025-01-13 12:00:00+00:00,Monday,0.0
39,f2704a97-4b42-4d82-a3e6-7712795e69e1-GaroCS-42B1FAA056E80,2025-01-14 12:00:00+00:00,Tuesday,2051.1499
40,f2704a97-4b42-4d82-a3e6-7712795e69e1-GaroCS-42B1FAA056E80,2025-01-15 12:00:00+00:00,Wednesday,0.0
41,f2704a97-4b42-4d82-a3e6-7712795e69e1-GaroCS-42B1FAA056E80,2025-01-16 12:00:00+00:00,Thursday,6094.5436
42,f2704a97-4b42-4d82-a3e6-7712795e69e1-GaroCS-42B1FAA056E80,2025-01-17 12:00:00+00:00,Friday,0.0
43,f2704a97-4b42-4d82-a3e6-7712795e69e1-GaroCS-42B1FAA056E80,2025-01-18 12:00:00+00:00,Saturday,153.14600000000002
44,f2704a97-4b42-4d82-a3e6-7712795e69e1-GaroCS-42B1FAA056E80,2025-01-19 12:00:00+00:00,Sunday,5111.8921
45,f4a1c951-1fc2-4817-b5f9-a61694d498f7-GaroCS-46324E2A66280,2025-01-08 12:00:00+00:00,Wednesday,3559.2594
46,f4a1c951-1fc2-4817-b5f9-a61694d498f7-GaroCS-46324E2A66280,2025-01-09 12:00:00+00:00,Thursday,12.0825
47,f4a1c951-1fc2-4817-b5f9-a61694d498f7-GaroCS-46324E2A66280,2025-01-10 12:00:00+00:00,Friday,3382.1187
48,f4a1c951-1fc2-4817-b5f9-a61694d498f7-GaroCS-46324E2A66280,2025-01-11 12:00:00+00:00,Saturday,0.0
49,f4a1c951-1fc2-4817-b5f9-a61694d498f7-GaroCS-46324E2A66280,2025-01-12 12:00:00+00:00,Sunday,0.0
50,f4a1c951-1fc2-4817-b5f9-a61694d498f7-GaroCS-46324E2A66280,2025-01-13 12:00:00+00:00,Monday,6.551
51,f4a1c951-1fc2-4817-b5f9-a61694d498f7-GaroCS-46324E2A66280,2025-01-14 12:00:00+00:00,Tuesday,2076.2872
52,f4a1c951-1fc2-4817-b5f9-a61694d498f7-GaroCS-46324E2A66280,2025-01-15 12:00:00+00:00,Wednesday,2411.2983
53,f4a1c951-1fc2-4817-b5f9-a61694d498f7-GaroCS-46324E2A66280,2025-01-16 12:00:00+00:00,Thursday,5166.9233
54,f4a1c951-1fc2-4817-b5f9-a61694d498f7-GaroCS-46324E2A66280,2025-01-17 12:00:00+00:00,Friday,0.0
55,f4a1c951-1fc2-4817-b5f9-a61694d498f7-GaroCS-46324E2A66280,2025-01-18 12:00:00+00:00,Saturday,0.0
56,f4a1c951-1fc2-4817-b5f9-a61694d498f7-GaroCS-46324E2A66280,2025-01-19 12:00:00+00:00,Sunday,3619.8861
