,site_key,name,circuit_id,avg_value_kW,site_id,voltage,amps
0,cd1dc99e-8e04-4028-923c-45dc18d844a0,Kollen BRL - Område 2 (Tavle: Bølerlia elbil 2),08f761c5-2f08-49ad-baa3-84328deb6272,6.0,cd1dc99e-8e04-4028-923c-45dc18d844a0,230,15.0
1,cd1dc99e-8e04-4028-923c-45dc18d844a0,Kollen BRL - Område 2 (Tavle: Bølerlia elbil 2),9c765405-f93d-4fcb-836b-b817c3757ef6,7.0,cd1dc99e-8e04-4028-923c-45dc18d844a0,230,18.0
2,cd1dc99e-8e04-4028-923c-45dc18d844a0,Kollen BRL - Område 2 (Tavle: Bølerlia elbil 2),aa6a828f-ce6f-42d1-89c8-b49561276ba8,7.0,cd1dc99e-8e04-4028-923c-45dc18d844a0,230,18.0
3,cd1dc99e-8e04-4028-923c-45dc18d844a0,Kollen BRL - Område 2 (Tavle: Bølerlia elbil 2),b8ca81ac-9b32-4d4d-9bcf-0b292b359e3d,6.0,cd1dc99e-8e04-4028-923c-45dc18d844a0,230,15.0
