timestamp,value_kWh
2025-01-14 12:00:00+00:00,225.368166
2025-01-15 12:00:00+00:00,665.7466523
2025-01-16 12:00:00+00:00,25.9310646
2025-01-17 12:00:00+00:00,379.3047994
2025-01-18 12:00:00+00:00,391.0075043
2025-01-19 12:00:00+00:00,375.64155850000003
2025-01-20 12:00:00+00:00,151.469515
2025-01-21 12:00:00+00:00,374.2999421
