"_","Id","Energy_Area__c","Meter_Number__c","MeterID__c"
"[Charging_Facility__c]","a239Y0000000Yq9QAE","NO1","7359992909109842","707057500057397949"
"[Charging_Facility__c]","a239Y0000000YqAQAU","NO1","5706567272286348","707057500080542156"
"[Charging_Facility__c]","a239Y0000000YqBQAU","NO1","7359992909101365","707057500057426878"
"[Charging_Facility__c]","a239Y0000000YqCQAU","NO5","6970631402831781","707057500029792956"
"[Charging_Facility__c]","a239Y0000000YqDQAU","NO1","7359992907997663","707057500057472929"
"[Charging_Facility__c]","a239Y0000000YqEQAU","NO2","7359992928815021","707057500072133430"
"[Charging_Facility__c]","a239Y0000000YqFQAU","NO1","7359992906142606","707057500056432078"
"[Charging_Facility__c]","a239Y0000000YqGQAU","NO1","7359992922340611","707057500057565423"
"[Charging_Facility__c]","a239Y0000000YqHQAU","NO2","7359992899882510","707057500026044775"
"[Charging_Facility__c]","a239Y0000000YqIQAU","NO2","7359992909035028","707057500042452998"
"[Charging_Facility__c]","a239Y0000000YqJQAU","NO1","7359992907927615","707057500057487633"
"[Charging_Facility__c]","a239Y0000000YqKQAU","NO1","7359992923759344","707057500057624250"
"[Charging_Facility__c]","a239Y0000000YqLQAU","NO3","6970631402932693","707057500069177041"
"[Charging_Facility__c]","a239Y0000000YqMQAU","NO1","7359992906542888","707057500082362172"
"[Charging_Facility__c]","a239Y0000000YqNQAU","NO3","6970631405042085","707057500069243074"
"[Charging_Facility__c]","a239Y0000000YqOQAU","NO3","6970631408169345","707057500069297480"
"[Charging_Facility__c]","a239Y0000000YqPQAU","NO3","6970631405557671","707057500069236052"
"[Charging_Facility__c]","a239Y0000000YqQQAU","NO1","7359992907984892","707057500057385410"
"[Charging_Facility__c]","a239Y0000000YqRQAU","NO1","7359992907989965","707057500057512533"
"[Charging_Facility__c]","a239Y0000000YqSQAU","NO3","7359992930860705","707057500039320415"
"[Charging_Facility__c]","a239Y0000000YqTQAU","NO1","7359992909016645","707057500057702972"
"[Charging_Facility__c]","a239Y0000000YqUQAU","NO1","7359992929048534","707057500057705539"
"[Charging_Facility__c]","a239Y0000000YqVQAU","NO5","6970631401344794","707057500029647737"
"[Charging_Facility__c]","a239Y0000000YqWQAU","NO3","6970631405220490","707057500069170929"
"[Charging_Facility__c]","a239Y0000000YqXQAU","NO3","6970631408167150","707057500069210465"
"[Charging_Facility__c]","a239Y0000000YqYQAU","NO1","7359992909096203","707057500057417395"
"[Charging_Facility__c]","a239Y0000000YqZQAU","NO1","7359992909094889","707057500057450828"
"[Charging_Facility__c]","a239Y0000000YqaQAE","NO1","7359992901845717","707057500020778195"
"[Charging_Facility__c]","a239Y0000000YqcQAE","NO1","7359992908006173","707057500057383270"
"[Charging_Facility__c]","a239Y0000000YqdQAE","NO5","6970631403532618","707057500029915027"
"[Charging_Facility__c]","a239Y0000000YqeQAE","NO1","7359992908236471","707057500057386387"
"[Charging_Facility__c]","a239Y0000000YqfQAE","NO3","6970631409398768","707057500069379483"
"[Charging_Facility__c]","a239Y0000000YqgQAE","NO5","6970631402850737","707057500030052599"
"[Charging_Facility__c]","a239Y0000000YqhQAE","NO2","7359992921150051","707057500072146065"
"[Charging_Facility__c]","a239Y0000000YqiQAE","NO1","5706567334927189","707057500080792308"
"[Charging_Facility__c]","a239Y0000000YqjQAE","NO1","7359992909098931","707057500057394825"
"[Charging_Facility__c]","a239Y0000000YqkQAE","NO1","7359992909096524","707057500057394900"
"[Charging_Facility__c]","a239Y0000000YqlQAE","NO1","7359992920346912","707057500057387865"
"[Charging_Facility__c]","a239Y0000000YqmQAE","NO5","6970631403527027","707057500029937821"
"[Charging_Facility__c]","a239Y0000000YqnQAE","NO3","6970631401373244","707057500065602707"
"[Charging_Facility__c]","a239Y0000000YqoQAE","NO1","7359992932747370","707057500057864779"
"[Charging_Facility__c]","a239Y0000000YqqQAE","NO1","7359992932877954","707057500057864670"
"[Charging_Facility__c]","a239Y0000000YqrQAE","NO3","6970631409186853","707057500065605548"
"[Charging_Facility__c]","a239Y0000000YqsQAE","NO1","7359992922340833","707057500057565348"
"[Charging_Facility__c]","a239Y0000000YqtQAE","NO1","7359992926466874","707057500057688931"
"[Charging_Facility__c]","a239Y0000000YquQAE","NO1","7359992922443732","707057500082322725"
"[Charging_Facility__c]","a239Y0000000YqvQAE","NO3","6970631400482336","707057500084111808"
"[Charging_Facility__c]","a239Y0000000YqwQAE","NO1","7359992907980252","707057500057660494"
"[Charging_Facility__c]","a239Y0000000YqxQAE","NO1","7359992929187103","707057500057773422"
"[Charging_Facility__c]","a239Y0000000YqyQAE","NO1","7359992923761187","707057500057639995"
"[Charging_Facility__c]","a239Y0000000YqzQAE","NO1","7359992922340352","707057500057565409"
"[Charging_Facility__c]","a239Y0000000Yr0QAE","NO5","6970631403527614","707057500029937753"
"[Charging_Facility__c]","a239Y0000000Yr1QAE","NO3","6970631406792507","707057500069188948"
"[Charging_Facility__c]","a239Y0000000Yr2QAE","NO1","7359992909034779","707057500057588385"
"[Charging_Facility__c]","a239Y0000000Yr3QAE","NO2","",""
"[Charging_Facility__c]","a239Y0000000Yr4QAE","NO2","",""
"[Charging_Facility__c]","a239Y0000000Yr5QAE","NO2","",""
"[Charging_Facility__c]","a239Y0000000Yr6QAE","NO5","6970631403538610","707057500030051721"
"[Charging_Facility__c]","a239Y0000000Yr7QAE","NO1","7359992928316801","707057500057775495"
"[Charging_Facility__c]","a239Y0000000Yr8QAE","NO2","",""
"[Charging_Facility__c]","a239Y0000000Yr9QAE","NO1","7359992909034779","707057500057588385"
"[Charging_Facility__c]","a239Y0000000YrAQAU","NO1","7359992894596115","707057500057026573"
"[Charging_Facility__c]","a239Y0000000YrBQAU","NO3","6970631409051540","707057500069330316"
"[Charging_Facility__c]","a239Y0000000YrCQAU","NO5","6970631402845030","707057500029792550"
"[Charging_Facility__c]","a239Y0000000YrDQAU","NO1","7359992920310630","707057500057387841"
"[Charging_Facility__c]","a239Y0000000YrEQAU","NO1","7359992909036087","707057500057741247"
"[Charging_Facility__c]","a239Y0000000YrFQAU","NO1","5706567334923136","707057500017095137"
"[Charging_Facility__c]","a239Y0000000YrGQAU","NO5","6970631402666468","707057500029798194"
"[Charging_Facility__c]","a239Y0000000YrHQAU","NO3","6970631408167037","707057500069167226"
"[Charging_Facility__c]","a239Y0000000YrJQAU","NO1","7359992926219104","707057500057897302"
"[Charging_Facility__c]","a239Y0000000YrLQAU","NO1","7359992894587243","707057500057437904"
"[Charging_Facility__c]","a239Y0000000YrMQAU","NO5","6970631402678263/665959-1","29787754/29083928-1"
"[Charging_Facility__c]","a239Y0000000YrNQAU","NO5","6970631402678263/665959-2","29787754/29083928-2"
"[Charging_Facility__c]","a239Y0000000YrOQAU","NO1","7359992907737085","707057500020665457"
"[Charging_Facility__c]","a239Y0000000YrPQAU","NO3","6970631408715320","707057500069320058"
"[Charging_Facility__c]","a239Y0000000YrQQAU","NO3","6970631409398072","707057500069419677"
"[Charging_Facility__c]","a239Y0000000YrRQAU","NO2","7359992904013595","707057500042809242"
"[Charging_Facility__c]","a239Y0000000YrSQAU","NO1","7359992920557554","707057500057374186"
"[Charging_Facility__c]","a239Y0000000YrUQAU","NO3","6970631408166870","707057500069226466"
"[Charging_Facility__c]","a239Y0000000YrVQAU","NO1","7359992909028549","707057500057790269"
"[Charging_Facility__c]","a239Y0000000YrWQAU","NO5","6970631401343018","707057500029961598"
"[Charging_Facility__c]","a239Y0000000YrXQAU","NO3","6970631400056315","707057500084111822"
"[Charging_Facility__c]","a239Y0000000YrYQAU","NO1","7359992908350627","707057500057374230"
"[Charging_Facility__c]","a239Y0000000YrZQAU","NO5","6970631401995200","707057500029912453"
"[Charging_Facility__c]","a239Y0000000YraQAE","NO1","7359992909100702","707057500057452563"
"[Charging_Facility__c]","a239Y0000000YrbQAE","NO5","6970631403522930","707057500029867708"
"[Charging_Facility__c]","a239Y0000000YrcQAE","NO1","7359992903554679","707057500057757507"
"[Charging_Facility__c]","a239Y0000000YrdQAE","NO1","7359992906620111","707057500023355553"
"[Charging_Facility__c]","a239Y0000000YreQAE","NO5","6970631400969103","707057500029823087"
"[Charging_Facility__c]","a239Y0000000YrfQAE","NO2","5706567304319983","707057500076503550"
"[Charging_Facility__c]","a239Y0000000YrgQAE","NO5","6970631402831781","707057500029792956"
"[Charging_Facility__c]","a239Y0000000YrhQAE","NO5","6970631409656165","707057500029938460"
"[Charging_Facility__c]","a239Y0000000YriQAE","NO3","6970631406076775","707057500069308155"
"[Charging_Facility__c]","a239Y0000000YrjQAE","NO1","7359992906138074","707057500057362374"
"[Charging_Facility__c]","a239Y0000000YrkQAE","NO5","6970631409631551","707057500029964292"
"[Charging_Facility__c]","a239Y0000000YrlQAE","NO1","5706567268576521","707057500080347805"
"[Charging_Facility__c]","a239Y0000000YrmQAE","NO5","6970631409662319","707057500029911357"
"[Charging_Facility__c]","a239Y0000000YrnQAE","NO1","7359992926173222","707057500057502480"
"[Charging_Facility__c]","a239Y0000000YroQAE","NO1","7359992904991992","707057500057711028"
"[Charging_Facility__c]","a239Y0000000YrpQAE","NO3","6970631408720768","707057500069160821"
"[Charging_Facility__c]","a239Y0000000YrqQAE","NO5","6970631402678263/665959-5","29787754/29083928-5"
"[Charging_Facility__c]","a239Y0000000YrrQAE","NO3","6970631408709510","707057500069224189"
"[Charging_Facility__c]","a239Y0000000YrsQAE","NO1","5706567313978027","707057500080781821"
"[Charging_Facility__c]","a239Y0000000YrtQAE","NO5","6970631400974664","707057500029964087"
"[Charging_Facility__c]","a239Y0000000YruQAE","NO3","6970631405215342","707057500069140526"
"[Charging_Facility__c]","a239Y0000000YrvQAE","NO1","7359992909106667","707057500057376425"
"[Charging_Facility__c]","a239Y0000000YrwQAE","NO3","6970631408882985","707057500065587455"
"[Charging_Facility__c]","a239Y0000000YrxQAE","NO1","7359992923708380","707057500082337972"
"[Charging_Facility__c]","a239Y0000000YryQAE","NO2","5706567316256122","707057500076532116"
"[Charging_Facility__c]","a239Y0000000YrzQAE","NO1","7359992909030856","707057500057376111"
"[Charging_Facility__c]","a239Y0000000Ys0QAE","NO1","7359992903554716","707057500057775327"
"[Charging_Facility__c]","a239Y0000000Ys1QAE","NO1","7359992928316870","707057500057775709"
"[Charging_Facility__c]","a239Y0000000Ys2QAE","NO5","6970631407412862","707057500069324773"
"[Charging_Facility__c]","a239Y0000000Ys3QAE","NO3","6970631408882664","707057500065586984"
"[Charging_Facility__c]","a239Y0000000Ys4QAE","NO3","6970631409398300","707057500069360863"
"[Charging_Facility__c]","a239Y0000000Ys5QAE","NO5","6970631400968670","707057500029946892"
"[Charging_Facility__c]","a239Y0000000Ys6QAE","NO2","7359992929328759","707057500042789667"
"[Charging_Facility__c]","a239Y0000000Ys7QAE","NO5","6970631402006967","707057500029939610"
"[Charging_Facility__c]","a239Y0000000Ys8QAE","NO5","6970631402678263/665959-3","29787754/29083928-3"
"[Charging_Facility__c]","a239Y0000000Ys9QAE","NO3","6970631400368128","707057500069236069"
"[Charging_Facility__c]","a239Y0000000YsAQAU","NO1","7359992927575797","707057500057821253"
"[Charging_Facility__c]","a239Y0000000YsBQAU","NO1","7359992906540563","707057500082351671"
"[Charging_Facility__c]","a239Y0000000YsCQAU","NO1","7359992892859052","707057500056603000"
"[Charging_Facility__c]","a239Y0000000YsDQAU","NO1","7359992909829283","707057500042472941"
"[Charging_Facility__c]","a239Y0000000YsEQAU","NO1","7359992908005732","707057500057513233"
"[Charging_Facility__c]","a239Y0000000YsFQAU","NO3","6970631408762492","707057500069205157"
"[Charging_Facility__c]","a239Y0000000YsGQAU","NO3","6970631406999739","707057500069233617"
"[Charging_Facility__c]","a239Y0000000YsHQAU","NO1","7359992909131294","707057500057788235"
"[Charging_Facility__c]","a239Y0000000YsIQAU","NO1","7359992923727121","707057500020731176"
"[Charging_Facility__c]","a239Y0000000YsKQAU","NO3","6970631404673853","707057500069216146"
"[Charging_Facility__c]","a239Y0000000YsLQAU","NO3","6970631408167693","707057500069138516"
"[Charging_Facility__c]","a239Y0000000YsMQAU","NO1","7359992929050094","707057500057732931"
"[Charging_Facility__c]","a239Y0000000YsNQAU","NO2","5706567316260938","707057500076585600"
"[Charging_Facility__c]","a239Y0000000YsOQAU","NO3","5706567320657977","707057500010989341"
"[Charging_Facility__c]","a239Y0000000YsPQAU","NO1","7359992922340963","707057500057565355"
"[Charging_Facility__c]","a239Y0000000YsQQAU","NO3","5706567313929319","707057500010987477"
"[Charging_Facility__c]","a239Y0000000YsRQAU","NO1","7359992927423173","707057500057720808"
"[Charging_Facility__c]","a239Y0000000YsSQAU","NO3","6970631408757184","707057500069272173"
"[Charging_Facility__c]","a239Y0000000YsTQAU","NO1","7359992922426179","707057500057512953"
"[Charging_Facility__c]","a239Y0000000YsUQAU","NO5","6970631408932956",""
"[Charging_Facility__c]","a239Y0000000YsVQAU","NO1","",""
"[Charging_Facility__c]","a239Y0000000YsWQAU","NO1","7359992906142606","707057500056432078"
"[Charging_Facility__c]","a239Y0000000YsXQAU","NO2","5706567312711045","707057500076559625"
"[Charging_Facility__c]","a239Y0000000YsYQAU","NO1","7359992926659849","707057500057703801"
"[Charging_Facility__c]","a239Y0000000YsZQAU","NO1","7359992921248345","707057500023350428"
"[Charging_Facility__c]","a239Y0000000YsaQAE","NO2","7359992909131379","707057500057769944"
"[Charging_Facility__c]","a239Y0000000YsbQAE","NO3","6970631408169307","707057500069288693"
"[Charging_Facility__c]","a239Y0000000YscQAE","NO3","6970631408272908","707057500069246358"
"[Charging_Facility__c]","a239Y0000000YsdQAE","NO2","7359992892882814","707057500042459089"
"[Charging_Facility__c]","a239Y0000000YseQAE","NO1","7359992909016287","707057500057608328"
"[Charging_Facility__c]","a239Y0000000YsfQAE","NO1","7359992901845755","707057500020975655"
"[Charging_Facility__c]","a239Y0000000YsgQAE","NO1","7359992908004537","707057500057386394"
"[Charging_Facility__c]","a239Y0000000YshQAE","NO1","7359992922340666","707057500057565386"
"[Charging_Facility__c]","a239Y0000000YsiQAE","NO3","6970631408880264","707057500065488998"
"[Charging_Facility__c]","a239Y0000000YsjQAE","NO1","7359992927586465","707057500057835007"
"[Charging_Facility__c]","a239Y0000000YskQAE","NO3","6970631405214949","707057500069175023"
"[Charging_Facility__c]","a239Y0000000YslQAE","NO5","6970631407919521","707057500029798767"
"[Charging_Facility__c]","a239Y0000000YsnQAE","NO1","7359992907997748","707057500057385526"
"[Charging_Facility__c]","a239Y0000000YsoQAE","NO1","7359992909099051","707057500057383768"
"[Charging_Facility__c]","a239Y0000000YspQAE","NO1","7359992925080156","707057500057790320"
"[Charging_Facility__c]","a239Y0000000YsqQAE","NO3","6970631409193059","707057500069347000"
"[Charging_Facility__c]","a239Y0000000YsrQAE","NO1","7359992907981945","707057500057686609"
"[Charging_Facility__c]","a239Y0000000YssQAE","NO1","7359992909032904","707057500057741131"
"[Charging_Facility__c]","a239Y0000000YstQAE","NO1","7359992909022943","707057500057733297"
"[Charging_Facility__c]","a239Y0000000YsuQAE","NO1","7359992909019004","707057500057569834"
"[Charging_Facility__c]","a239Y0000000YsvQAE","NO5","6970631400969639","707057500029813071"
"[Charging_Facility__c]","a239Y0000000YswQAE","NO3","6970631402143419","707057500069352691"
"[Charging_Facility__c]","a239Y0000000YsxQAE","NO1","7359992908004551","707057500057514179"
"[Charging_Facility__c]","a239Y0000000YsyQAE","NO3","N/A","N/A"
"[Charging_Facility__c]","a239Y0000000Yt3QAE","NO1","",""
"[Charging_Facility__c]","a239Y0000000Yt4QAE","NO3","6970631408720591","707057500069216115"
"[Charging_Facility__c]","a239Y0000000Yt5QAE","NO3","6970631405931594","707057500065595375"
"[Charging_Facility__c]","a239Y0000000Yt6QAE","NO2","5706567293629407","707057500076476656"
"[Charging_Facility__c]","a239Y0000000Yt7QAE","NO3","6970631407873991","707057500065581071"
"[Charging_Facility__c]","a239Y0000000Yt8QAE","NO1","7359992926739152","707057500057547399"
"[Charging_Facility__c]","a239Y0000000Yt9QAE","NO3","6970631408853794","707057500065581095"
"[Charging_Facility__c]","a239Y0000000YtAQAU","NO3","6970631408141907","707057500069316495"
"[Charging_Facility__c]","a239Y0000000YtBQAU","NO1","7359992928336250","707057500057793758"
"[Charging_Facility__c]","a239Y0000000YtCQAU","NO1","7359992928334560","707057500057780192"
"[Charging_Facility__c]","a239Y0000000YtEQAU","NO3","6970631408718758","707057500069215965"
"[Charging_Facility__c]","a239Y0000000YtFQAU","NO1","7359992927601168","707057500057777390"
"[Charging_Facility__c]","a239Y0000000YtGQAU","NO4","6970631408742944","707057500067084976"
"[Charging_Facility__c]","a239Y0000000YtHQAU","NO5","6970631402686947","707057500029826880"
"[Charging_Facility__c]","a239Y0000000YtIQAU","NO3","5706567325429913","707057500010990552"
"[Charging_Facility__c]","a239Y0000000YtJQAU","NO1","7359992922210785","707057500020593361"
"[Charging_Facility__c]","a239Y0000000YtKQAU","NO5","6970631400031671","707057500029780618"
"[Charging_Facility__c]","a239Y0000000YtLQAU","NO1","7359992909098566","707057500057475845"
"[Charging_Facility__c]","a239Y0000000YtMQAU","NO5","6970631401995248","707057500029975748"
"[Charging_Facility__c]","a239Y0000000YtNQAU","NO1","7359992906544868","707057500082359325"
"[Charging_Facility__c]","a239Y0000000YtOQAU","NO1","7359992908944895","707057500057438222"
"[Charging_Facility__c]","a239Y0000000YtPQAU","NO1","7359992921024963","707057500057497496"
"[Charging_Facility__c]","a239Y0000000YtQQAU","NO5","",""
"[Charging_Facility__c]","a239Y0000000YtRQAU","NO5","",""
"[Charging_Facility__c]","a239Y0000000YtSQAU","NO5","6970631400968656",""
"[Charging_Facility__c]","a239Y0000000YtTQAU","NO5","6970631401996283","707057500029964070"
"[Charging_Facility__c]","a239Y0000000YtVQAU","NO1","7359992922752636","707057500057580839"
"[Charging_Facility__c]","a239Y0000000YtWQAU","NO3","6970631409052004","707057500069339432"
"[Charging_Facility__c]","a239Y0000000YtXQAU","NO4","5706567338028929","707057500063390125"
"[Charging_Facility__c]","a239Y0000000YtYQAU","NO4","5706567338029582","707057500063390934"
"[Charging_Facility__c]","a239Y0000000YtZQAU","NO4","5706567338029148","707057500063390910"
"[Charging_Facility__c]","a239Y0000000YtaQAE","NO4","5706567349743774","707057500063390927"
"[Charging_Facility__c]","a239Y0000000YtbQAE","NO4","5706567349743521","707057500063397285"
"[Charging_Facility__c]","a239Y0000000YtcQAE","NO4","5706567352754538","707057500063398398"
"[Charging_Facility__c]","a239Y0000000YtdQAE","NO4","5706567352755665","707057500063399661"
"[Charging_Facility__c]","a239Y0000000YteQAE","NO4","","707057500000000000"
"[Charging_Facility__c]","a239Y0000000YtfQAE","NO1","5706567269905818","707057500080798881"
"[Charging_Facility__c]","a239Y0000000YtgQAE","NO3","6970631409050499","707057500069359867"
"[Charging_Facility__c]","a239Y0000000YthQAE","NO3","6970631408290049","707057500069345747"
"[Charging_Facility__c]","a239Y0000000YtiQAE","NO3","6970631409050215","707057500069356897"
"[Charging_Facility__c]","a239Y0000000YtjQAE","NO3","6970631408488897","707057500069345785"
"[Charging_Facility__c]","a239Y0000000YtkQAE","NO3","N/A","N/A"
"[Charging_Facility__c]","a239Y0000000YtlQAE","NO3","6970631401999345","707057500069133979"
"[Charging_Facility__c]","a239Y0000000YtmQAE","NO5","6970631400970840","707057500030001689"
"[Charging_Facility__c]","a239Y0000000YtnQAE","NO1","7359992924386136","707057500057580150"
"[Charging_Facility__c]","a239Y0000000YtoQAE","NO3","6970631408168775","707057500069159559"
"[Charging_Facility__c]","a239Y0000000YtpQAE","NO3","6970631402145048","707057500069221300"
"[Charging_Facility__c]","a239Y0000000YtqQAE","NO1","7359992909016256","707057500057605938"
"[Charging_Facility__c]","a239Y0000000YtrQAE","NO5","6970631409661077","707057500029823223"
"[Charging_Facility__c]","a239Y0000000YtsQAE","NO1","7359992908005039","707057500057383287"
"[Charging_Facility__c]","a239Y0000000YttQAE","NO1","7359992907726034","707057500020820849"
"[Charging_Facility__c]","a239Y0000000YtuQAE","NO3","6970631408168232","707057500069209162"
"[Charging_Facility__c]","a239Y0000000YtvQAE","NO3","6970631402679284","707057500069128906"
"[Charging_Facility__c]","a239Y0000000YtwQAE","NO3","",""
"[Charging_Facility__c]","a239Y0000000YtxQAE","NO3","6970631409188499","707057500065598574"
"[Charging_Facility__c]","a239Y0000000YtyQAE","NO1","",""
"[Charging_Facility__c]","a239Y0000000YtzQAE","NO3","6970631409193059","707057500069347000"
"[Charging_Facility__c]","a239Y0000000Yu0QAE","NO1","7359992930511898","707057500057855418"
"[Charging_Facility__c]","a239Y0000000Yu1QAE","NO5","6970631403530690","707057500029989974"
"[Charging_Facility__c]","a239Y0000000Yu2QAE","NO5","6970631403530935","707057500029974918"
"[Charging_Facility__c]","a239Y0000000Yu3QAE","NO5","6970631402836991",""
"[Charging_Facility__c]","a239Y0000000Yu4QAE","NO5","707057500030028921","6970631404680776"
"[Charging_Facility__c]","a239Y0000000Yu5QAE","NO1","7359992909029102","707057500057702996"
"[Charging_Facility__c]","a239Y0000000Yu6QAE","NO3","",""
"[Charging_Facility__c]","a239Y0000000Yu7QAE","NO1","7359992904984406","707057500057396089"
"[Charging_Facility__c]","a239Y0000000Yu8QAE","NO3","6970631401409394","707057500069248956"
"[Charging_Facility__c]","a239Y0000000Yu9QAE","NO2","5706567297249038","707057500076477479"
"[Charging_Facility__c]","a239Y0000000YuBQAU","NO5","6970631408891598","707057500080921982"
"[Charging_Facility__c]","a239Y0000000YuCQAU","NO5","6970631402846242","707057500030026620"
"[Charging_Facility__c]","a239Y0000000YuDQAU","NO3","6970631408270638","707057500068795611"
"[Charging_Facility__c]","a239Y0000000YuEQAU","NO5","6970631407434369","707057500030055477"
"[Charging_Facility__c]","a239Y0000000YuFQAU","NO3","6970631404673709","707057500069333812"
"[Charging_Facility__c]","a239Y0000000YuGQAU","NO3","6970631409050819","707057500069324704"
"[Charging_Facility__c]","a239Y0000000YuHQAU","NO1","7359992903542706","707057500057581058"
"[Charging_Facility__c]","a239Y0000000YuJQAU","NO1","7359992904984192","707057500057398786"
"[Charging_Facility__c]","a239Y0000000YuKQAU","NO2","7359992909293244","707057500042751091"
"[Charging_Facility__c]","a239Y0000000YuLQAU","NO3","6970631409077724","707057500069341879"
"[Charging_Facility__c]","a239Y0000000YuMQAU","NO2","707057500048594937","707057500048594937"
"[Charging_Facility__c]","a239Y0000000YuNQAU","NO3","",""
"[Charging_Facility__c]","a239Y0000000YuOQAU","NO3","6970631409397952","707057500069411763"
"[Charging_Facility__c]","a239Y0000000YuPQAU","NO1","7359992906618729","707057500020653904"
"[Charging_Facility__c]","a239Y0000000YuQQAU","NO1","7359992920790227","707057500057544626"
"[Charging_Facility__c]","a239Y0000000YuRQAU","NO1","7359992920228492","707057500057758634"
"[Charging_Facility__c]","a239Y0000000YuSQAU","NO2","5706567316272092","707057500076485085"
"[Charging_Facility__c]","a239Y0000000YuUQAU","NO1","7359992895575348","707057500023355638"
"[Charging_Facility__c]","a239Y0000000YuVQAU","NO5","6970631400970079","707057500029802440"
"[Charging_Facility__c]","a239Y0000000YuWQAU","NO3","6970631409048229","707057500069347406"
"[Charging_Facility__c]","a239Y0000000YuXQAU","NO5","6970631402678362","707057500029815952"
"[Charging_Facility__c]","a239Y0000000YuYQAU","NO1","7359992908011900","707057500057488777"
"[Charging_Facility__c]","a239Y0000000YuZQAU","NO3","6970631405375640","707057500068990535"
"[Charging_Facility__c]","a239Y0000000YuaQAE","NO5","6970631408932260","707057500030023766"
"[Charging_Facility__c]","a239Y0000000YucQAE","NO3","6970631405220940","707057500065629285"
"[Charging_Facility__c]","a239Y0000000YulQAE","NO1","7359992926659719","707057500057717792"
"[Charging_Facility__c]","a239Y0000000YunQAE","NO3","6970631403727366","707057500065367620"
"[Charging_Facility__c]","a239Y0000000YuoQAE","NO3","28555018","707057500069320591"
"[Charging_Facility__c]","a239Y0000000YupQAE","NO3","6970631400173210","707057500069304607"
"[Charging_Facility__c]","a239Y0000000YuqQAE","NO3","6970631408725466","707057500069278014"
"[Charging_Facility__c]","a239Y0000000YusQAE","NO1","7359992927974088","707057500057793864"
"[Charging_Facility__c]","a239Y0000000YutQAE","NO1","7359992894581432","707057500057523508"
"[Charging_Facility__c]","a239Y0000000YuuQAE","NO1","7359992909015129","707057500057454444"
"[Charging_Facility__c]","a239Y0000000YuvQAE","NO2","5706567293626406","707057500076533076"
"[Charging_Facility__c]","a239Y0000000YuwQAE","NO1","7359992927985367","707057500057793857"
"[Charging_Facility__c]","a239Y0000000YuxQAE","NO1","7359992927985435","707057500057793833"
"[Charging_Facility__c]","a239Y0000000YuyQAE","NO1","7359992930272805","707057500057847918"
"[Charging_Facility__c]","a239Y0000000YuzQAE","NO3","6970631405469745","707057500069180461"
"[Charging_Facility__c]","a239Y0000000Yv0QAE","NO1","7359992909023735","707057500057759747"
"[Charging_Facility__c]","a239Y0000000Yv1QAE","NO1","7359992903531823","707057500057769876"
"[Charging_Facility__c]","a239Y0000000Yv4QAE","NO1","7359992907651398",""
"[Charging_Facility__c]","a239Y0000000Yv5QAE","NO2","5706567304319075","707057500076470685"
"[Charging_Facility__c]","a239Y0000000Yv6QAE","NO1","7359992926404227","707057500057720860"
"[Charging_Facility__c]","a239Y0000000Yv7QAE","NO5","6970631402687425","707057500029908777"
"[Charging_Facility__c]","a239Y0000000Yv8QAE","NO5","6970631403523531","707057500029873839"
"[Charging_Facility__c]","a239Y0000000Yv9QAE","NO5","6970631400974060","707057500029964032"
"[Charging_Facility__c]","a239Y0000000YvAQAU","NO1","7359992909018540","707057500057568875"
"[Charging_Facility__c]","a239Y0000000YvBQAU","NO2","7359992920596676","707057500042473696"
"[Charging_Facility__c]","a239Y0000000YvCQAU","NO5","6970631402666437","707057500029784098"
"[Charging_Facility__c]","a239Y0000000YvDQAU","NO1","7359992908001994","707057500057514858"
"[Charging_Facility__c]","a239Y0000000YvEQAU","NO1","7359992909103895","707057500057426267"
"[Charging_Facility__c]","a239Y0000000YvFQAU","NO1","7359992909131577","707057500057767186"
"[Charging_Facility__c]","a239Y0000000YvGQAU","NO1","7359992927472515","707057500057753530"
"[Charging_Facility__c]","a239Y0000000YvHQAU","NO1","7359992927473178","707057500057734126"
"[Charging_Facility__c]","a239Y0000000YvIQAU","NO1","7359992927462509","707057500057734133"
"[Charging_Facility__c]","a239Y0000000YvJQAU","NO1","7359992927976525","707057500057757835"
"[Charging_Facility__c]","a239Y0000000YvKQAU","NO1","7359992908009778","707057500057800616"
"[Charging_Facility__c]","a239Y0000000YvLQAU","NO1","7359992909130808","707057500057784213"
"[Charging_Facility__c]","a239Y0000000YvMQAU","NO1","7359992909136398","707057500057758733"
"[Charging_Facility__c]","a239Y0000000YvNQAU","NO1","7359992909136190","707057500057758726"
"[Charging_Facility__c]","a239Y0000000YvOQAU","NO1","7359992909131577","707057500057767186"
"[Charging_Facility__c]","a239Y0000000YvPQAU","NO3","6970631404692816","707057500069376048"
"[Charging_Facility__c]","a239Y0000000YvQQAU","NO1","7359992920835478","707057500057488227"
"[Charging_Facility__c]","a239Y0000000YvRQAU","NO2","6970631406984032","707057500048584891"
"[Charging_Facility__c]","a239Y0000000YvSQAU","NO5","6970631402678263/665959-6","29787754/29083928-6"
"[Charging_Facility__c]","a239Y0000000YvTQAU","NO1","7359992922202599","707057500020705122"
"[Charging_Facility__c]","a239Y0000000YvUQAU","NO5","6970631400937447","707057500029954835"
"[Charging_Facility__c]","a239Y0000000YvVQAU","NO2","6970631401641909 og ......1923",""
"[Charging_Facility__c]","a239Y0000000YvWQAU","NO1","7359992908005268","707057500057550917"
"[Charging_Facility__c]","a239Y0000000YvXQAU","NO5","6970631403523302","707057500029868712"
