"_","Id","Energy_Area__c","Meter_Number__c","MeterID__c"
"[Charging_Facility__c]","a239Y0000000Yl0QAE","NO3","6970631408295471","707057500069233457"
"[Charging_Facility__c]","a239Y0000000Yl1QAE","NO2","7359992922174421","707057500072200323"
"[Charging_Facility__c]","a239Y0000000Yl2QAE","","",""
"[Charging_Facility__c]","a239Y0000000Yl3QAE","","",""
"[Charging_Facility__c]","a239Y0000000Yl4QAE","NO3","6970631409048953","707057500069355395"
"[Charging_Facility__c]","a239Y0000000Yl5QAE","NO2","7359992921035815","707057500042755860"
"[Charging_Facility__c]","a239Y0000000Yl6QAE","NO2","7359992892882814","707057500042459089"
"[Charging_Facility__c]","a239Y0000000Yl7QAE","NO3","6970631401999451","707057500069133931"
"[Charging_Facility__c]","a239Y0000000Yl8QAE","NO3","N/A - Aneo eier ikke måler","N/A - Aneo eier ikke måler"
"[Charging_Facility__c]","a239Y0000000Yl9QAE","NO3","Trondheim Parkering","Trondheim Parkering"
"[Charging_Facility__c]","a239Y0000000YlAQAU","NO3","Trondheim Parkering","Trondheim Parkering"
"[Charging_Facility__c]","a239Y0000000YlBQAU","NO3","6970631409050734","707057500069336424"
"[Charging_Facility__c]","a239Y0000000YlCQAU","NO3","",""
"[Charging_Facility__c]","a239Y0000000YlDQAU","NO1","7359992906804856","707057500082322633"
"[Charging_Facility__c]","a239Y0000000YlGQAU","NO3","30325796",""
"[Charging_Facility__c]","a239Y0000000YlHQAU","NO1","7359992901838030","707057500057454444"
"[Charging_Facility__c]","a239Y0000000YlIQAU","NO1","7359992907726034","707057500020820849"
"[Charging_Facility__c]","a239Y0000000YlJQAU","NO3","6970631405045659","707057500069236076"
"[Charging_Facility__c]","a239Y0000000YlKQAU","NO3","6970631408141310","707057500069341459"
"[Charging_Facility__c]","a239Y0000000YlLQAU","NO2","7359992922896118","707057500042759387"
"[Charging_Facility__c]","a239Y0000000YlMQAU","NO1","7359992932882439","707057500057772180"
"[Charging_Facility__c]","a239Y0000000YlNQAU","NO3","6970631408852759","707057500065491011"
"[Charging_Facility__c]","a239Y0000000YlOQAU","NO3","6970631404693042","707057500069335021"
"[Charging_Facility__c]","a239Y0000000YlQQAU","NO1","7359992908002878","707057500057512403"
"[Charging_Facility__c]","a239Y0000000YlRQAU","NO1","",""
"[Charging_Facility__c]","a239Y0000000YlSQAU","NO1","7359992908928710","707057500057387223"
"[Charging_Facility__c]","a239Y0000000YlTQAU","NO3","6970631403695252","707057500065567969"
"[Charging_Facility__c]","a239Y0000000YlUQAU","NO1","7359992901796637","707057500057477368"
"[Charging_Facility__c]","a239Y0000000YlVQAU","NO2","7359992929516804","707057500072132167"
"[Charging_Facility__c]","a239Y0000000YlWQAU","NO3","",""
"[Charging_Facility__c]","a239Y0000000YlXQAU","NO3","6970631401378577","707057500069280789"
"[Charging_Facility__c]","a239Y0000000YlYQAU","NO3","6970631409186969","707057500065602851"
"[Charging_Facility__c]","a239Y0000000YlZQAU","NO3","",""
"[Charging_Facility__c]","a239Y0000000YlaQAE","NO1","7359992924386136","707057500057580150"
"[Charging_Facility__c]","a239Y0000000YlbQAE","NO2","7359992922242847","707057500072102000"
"[Charging_Facility__c]","a239Y0000000YlcQAE","NO5","6970631408986379","707057500029960911"
"[Charging_Facility__c]","a239Y0000000YldQAE","NO1","7359992892852640","707057500082362653"
"[Charging_Facility__c]","a239Y0000000YleQAE","NO1","7359992922342134","707057500057565362"
"[Charging_Facility__c]","a239Y0000000YlfQAE","NO3","6970631405225082","707057500069175061"
"[Charging_Facility__c]","a239Y0000000YlgQAE","NO5","6970631402061096","707057500029957102"
"[Charging_Facility__c]","a239Y0000000YlhQAE","NO1","7359992929016052","707057500057773415"
"[Charging_Facility__c]","a239Y0000000YliQAE","NO1","7359992925078214","707057500057825916"
"[Charging_Facility__c]","a239Y0000000YljQAE","NO1","7359992909030481","707057500057437966"
"[Charging_Facility__c]","a239Y0000000YlkQAE","NO3","5706567313929296","707057500010987484"
"[Charging_Facility__c]","a239Y0000000YllQAE","NO3","6970631405215748","707057500069106249"
"[Charging_Facility__c]","a239Y0000000YlmQAE","NO1","7359992925175005","707057500057610789"
"[Charging_Facility__c]","a239Y0000000YlnQAE","NO2","5706567293630168","707057500076474546"
"[Charging_Facility__c]","a239Y0000000YloQAE","NO1","7359992908944109","707057500057387216"
"[Charging_Facility__c]","a239Y0000000YlpQAE","NO3","6970631407905616","707057500069250720"
"[Charging_Facility__c]","a239Y0000000YlqQAE","NO3","6970631405213980","707057500065591179"
"[Charging_Facility__c]","a239Y0000000YlrQAE","NO1","7359992907647902","707057500057589054"
"[Charging_Facility__c]","a239Y0000000YlsQAE","NO3","6970631408709251","707057500069235208"
"[Charging_Facility__c]","a239Y0000000YltQAE","NO2","7359992922249617","707057500072145228"
"[Charging_Facility__c]","a239Y0000000YluQAE","NO3","6970631405219067","707057500069179915"
"[Charging_Facility__c]","a239Y0000000YlvQAE","NO1","7359992898876206","707057500020948277"
"[Charging_Facility__c]","a239Y0000000YlwQAE","NO3","6970631400173210?","707057500069304607"
"[Charging_Facility__c]","a239Y0000000YlxQAE","NO3","",""
"[Charging_Facility__c]","a239Y0000000YlyQAE","NO2","5706567303418205","707057500076505042"
"[Charging_Facility__c]","a239Y0000000Ym0QAE","NO5","6970631403531574","707057500029900931"
"[Charging_Facility__c]","a239Y0000000Ym1QAE","NO1","5706567334925499","707057500017025943"
"[Charging_Facility__c]","a239Y0000000Ym2QAE","NO3","6970631402074690","707057500069183264"
"[Charging_Facility__c]","a239Y0000000Ym3QAE","NO1","7359992926172843","707057500057706079"
"[Charging_Facility__c]","a239Y0000000Ym4QAE","NO2","",""
"[Charging_Facility__c]","a239Y0000000Ym5QAE","NO1","7359992909019226","707057500057396102"
"[Charging_Facility__c]","a239Y0000000Ym6QAE","NO3","6970631408852889","707057500065495934"
"[Charging_Facility__c]","a239Y0000000Ym7QAE","NO1","7359992908729614","707057500057565416"
"[Charging_Facility__c]","a239Y0000000Ym8QAE","NO2","7359992923254078","707057500057575026"
"[Charging_Facility__c]","a239Y0000000Ym9QAE","NO3","7359992936826378","707057500084894695"
"[Charging_Facility__c]","a239Y0000000YmAQAU","NO3","6970631408176060","707057500029909767"
"[Charging_Facility__c]","a239Y0000000YmBQAU","NO3","5706567313842342","707057500010984490"
"[Charging_Facility__c]","a239Y0000000YmCQAU","NO3","6970631408276449","707057500069198596"
"[Charging_Facility__c]","a239Y0000000YmDQAU","NO3","6970631409721535","707057500069313388"
"[Charging_Facility__c]","a239Y0000000YmEQAU","NO1","7359992909016867","707057500057703016"
"[Charging_Facility__c]","a239Y0000000YmFQAU","NO1","7359992903522845","707057500057702927"
"[Charging_Facility__c]","a239Y0000000YmGQAU","NO5","6970631403629875","707057500029895756"
"[Charging_Facility__c]","a239Y0000000YmHQAU","NO3","6970631402662293","707057500069159863"
"[Charging_Facility__c]","a239Y0000000YmIQAU","NO1","7359992925181327","707057500057628821"
"[Charging_Facility__c]","a239Y0000000YmJQAU","NO2","7359992909762078","707057500072090245"
"[Charging_Facility__c]","a239Y0000000YmKQAU","NO1","7359992926740134","707057500057506334"
"[Charging_Facility__c]","a239Y0000000YmLQAU","NO3","6970631408721550","707057500069216108"
"[Charging_Facility__c]","a239Y0000000YmMQAU","NO1","7359992909098580","707057500057438246"
"[Charging_Facility__c]","a239Y0000000YmNQAU","NO2","7359992909446930","707057500072073569"
"[Charging_Facility__c]","a239Y0000000YmOQAU","NO1","7359992908944505","707057500057436976"
"[Charging_Facility__c]","a239Y0000000YmPQAU","NO3","6970631408718758","707057500069215965"
"[Charging_Facility__c]","a239Y0000000YmQQAU","NO5","6970631400970031","707057500029802181"
"[Charging_Facility__c]","a239Y0000000YmRQAU","NO3","6970631408476405","707057500069181482"
"[Charging_Facility__c]","a239Y0000000YmSQAU","NO5","6970631402853752","707057500029891680"
"[Charging_Facility__c]","a239Y0000000YmTQAU","NO2","5706567271520139","707057500076471118"
"[Charging_Facility__c]","a239Y0000000YmUQAU","NO2","7359992922243127","707057500072126449"
"[Charging_Facility__c]","a239Y0000000YmVQAU","NO1","7359992903533773","707057500020564088"
"[Charging_Facility__c]","a239Y0000000YmWQAU","NO2","5706567304319921","707057500076474522"
"[Charging_Facility__c]","a239Y0000000YmXQAU","NO1","7359992907651954","707057500057467048"
"[Charging_Facility__c]","a239Y0000000YmYQAU","NO3","6970631406791746","707057500069179953"
"[Charging_Facility__c]","a239Y0000000YmZQAU","NO5","6970631402853189","707057500029798187"
"[Charging_Facility__c]","a239Y0000000YmaQAE","NO3","6970631407251966","707057500069184308"
"[Charging_Facility__c]","a239Y0000000YmbQAE","NO1","7359992922682940","707057500021806576"
"[Charging_Facility__c]","a239Y0000000YmcQAE","NO3","6970631408720591","707057500069216115"
"[Charging_Facility__c]","a239Y0000000YmdQAE","NO3","6970631408144717","707057500069160845"
"[Charging_Facility__c]","a239Y0000000YmeQAE","NO1","7359992930454454","707057500082361052"
"[Charging_Facility__c]","a239Y0000000YmfQAE","NO1","Avregnes mot Høegh",""
"[Charging_Facility__c]","a239Y0000000YmgQAE","NO1","7359992904998786","707057500057825589"
"[Charging_Facility__c]","a239Y0000000YmhQAE","NO1","5706567269908024","707057500080798898"
"[Charging_Facility__c]","a239Y0000000YmiQAE","NO2","7359992909445322","707057500072081656"
"[Charging_Facility__c]","a239Y0000000YmjQAE","NO2","5706567335713941","707057500076537852"
"[Charging_Facility__c]","a239Y0000000YmkQAE","NO1","7359992908005732","707057500057513233"
"[Charging_Facility__c]","a239Y0000000YmlQAE","NO1","7359992922449192","707057500057471052"
"[Charging_Facility__c]","a239Y0000000YmmQAE","NO1","7359992920835218","707057500057434316"
"[Charging_Facility__c]","a239Y0000000YmnQAE","NO1","7359992926332063","707057500057602197"
"[Charging_Facility__c]","a239Y0000000YmoQAE","NO3","6970631407254608","707057500069213381"
"[Charging_Facility__c]","a239Y0000000YmpQAE","NO1","7359992930513632","707057500057830064"
"[Charging_Facility__c]","a239Y0000000YmqQAE","NO3","6970631404673525","707057500069255473"
"[Charging_Facility__c]","a239Y0000000YmrQAE","NO1","7359992898876152","707057500039030673"
"[Charging_Facility__c]","a239Y0000000YmsQAE","NO3","6970631408721505","707057500069248130"
"[Charging_Facility__c]","a239Y0000000YmtQAE","NO3","6970631408718413","707057500069245146"
"[Charging_Facility__c]","a239Y0000000YmuQAE","NO3","6970631408719052","707057500069246471"
"[Charging_Facility__c]","a239Y0000000YmvQAE","NO3","6970631402662309","707057500069159566"
"[Charging_Facility__c]","a239Y0000000YmwQAE","NO3","6970631404677431","707057500069177041"
"[Charging_Facility__c]","a239Y0000000YmxQAE","NO2","5706567304319587","707057500076517595"
"[Charging_Facility__c]","a239Y0000000YmyQAE","NO1","7359992900538160","707057500020568680"
"[Charging_Facility__c]","a239Y0000000YmzQAE","NO1","7359992922339349","707057500057565379"
"[Charging_Facility__c]","a239Y0000000Yn0QAE","NO5","6970631406085814","707057500029959595"
"[Charging_Facility__c]","a239Y0000000Yn1QAE","NO1","7359992907982874","707057500057498097"
"[Charging_Facility__c]","a239Y0000000Yn2QAE","NO3","6970631405225099","707057500069175047"
"[Charging_Facility__c]","a239Y0000000Yn3QAE","NO1","7359992921619084","707057500023351661"
"[Charging_Facility__c]","a239Y0000000Yn4QAE","NO3","6970631407254509","707057500069201258"
"[Charging_Facility__c]","a239Y0000000Yn5QAE","NO1","7359992899900351","707057500023355232"
"[Charging_Facility__c]","a239Y0000000Yn6QAE","NO2","7359992909592484","707057500072063621"
"[Charging_Facility__c]","a239Y0000000Yn7QAE","NO2","",""
"[Charging_Facility__c]","a239Y0000000Yn8QAE","NO2","7359992922245589","707057500072146607"
"[Charging_Facility__c]","a239Y0000000Yn9QAE","NO2","",""
"[Charging_Facility__c]","a239Y0000000YnAQAU","NO1","7359992901835091","7070557500020943135"
"[Charging_Facility__c]","a239Y0000000YnBQAU","NO1","26985700","707057500083709709"
"[Charging_Facility__c]","a239Y0000000YnCQAU","NO1","7359992927618876","707057500057703009"
"[Charging_Facility__c]","a239Y0000000YnDQAU","NO3","6970631401394508","707057500068968695"
"[Charging_Facility__c]","a239Y0000000YnEQAU","NO1","",""
"[Charging_Facility__c]","a239Y0000000YnFQAU","NO3","6970631408850731","707057500065572215"
"[Charging_Facility__c]","a239Y0000000YnGQAU","NO1","7359992908519369","707057500057376142"
"[Charging_Facility__c]","a239Y0000000YnHQAU","NO3","6970631408709824","707057500069269067"
"[Charging_Facility__c]","a239Y0000000YnIQAU","NO1","7359992926090420","707057500057709780"
"[Charging_Facility__c]","a239Y0000000YnJQAU","NO3","6970631406069968","707057500069237172"
"[Charging_Facility__c]","a239Y0000000YnKQAU","NO5","6970631400937034","707057500029917564"
"[Charging_Facility__c]","a239Y0000000YnLQAU","NO1","7359992909099211","707057500057396041"
"[Charging_Facility__c]","a239Y0000000YnMQAU","NO1","7359992909015129","707057500057454444"
"[Charging_Facility__c]","a239Y0000000YnNQAU","NO1","7359992908934667","707057500057359718"
"[Charging_Facility__c]","a239Y0000000YnOQAU","NO3","6970631408880905","707057500065583723"
"[Charging_Facility__c]","a239Y0000000YnPQAU","NO3","6970631408882763","707057500065587370"
"[Charging_Facility__c]","a239Y0000000YnQQAU","NO1","33747252","707057500083416065"
"[Charging_Facility__c]","a239Y0000000YnRQAU","NO1","",""
"[Charging_Facility__c]","a239Y0000000YnSQAU","NO1","7359992922552472","707057500057524413"
"[Charging_Facility__c]","a239Y0000000YnTQAU","NO3","6970631404531610","707057500069255039"
"[Charging_Facility__c]","a239Y0000000YnUQAU","NO5","6970631402004390","707057500029956228"
"[Charging_Facility__c]","a239Y0000000YnVQAU","NO2","7359992920134502","707057500072093598"
"[Charging_Facility__c]","a239Y0000000YnWQAU","NO5","6970631403625969/03537798","29888222/29888215"
"[Charging_Facility__c]","a239Y0000000YnXQAU","NO3","5706567327008543","707057500082814022"
"[Charging_Facility__c]","a239Y0000000YnYQAU","NO5","6970631407919033","707057500029873723"
"[Charging_Facility__c]","a239Y0000000YnZQAU","NO1","5706567272286355","707057500080548943"
"[Charging_Facility__c]","a239Y0000000YnaQAE","NO1","7359992909101266","707057500057383201"
"[Charging_Facility__c]","a239Y0000000YncQAE","NO3","6970631408710103","707057500069177034"
"[Charging_Facility__c]","a239Y0000000YndQAE","NO1","7359992907461119","707057500023355676"
"[Charging_Facility__c]","a239Y0000000YneQAE","NO2","5706567304319587","707057500076517000"
"[Charging_Facility__c]","a239Y0000000YnfQAE","NO3","6970631404698450","707057500069334604"
"[Charging_Facility__c]","a239Y0000000YngQAE","NO3","6970631405215397","707057500069175016"
"[Charging_Facility__c]","a239Y0000000YnhQAE","NO1","7359992922761300","707057500057577952"
"[Charging_Facility__c]","a239Y0000000YniQAE","NO4","5706567274656040","707057500063382847"
"[Charging_Facility__c]","a239Y0000000YnjQAE","NO1","7359992909016065","707057500057618808"
"[Charging_Facility__c]","a239Y0000000YnkQAE","NO3","6970631404698443","707057500069334970"
"[Charging_Facility__c]","a239Y0000000YnlQAE","NO3","6970631405217605","707057500069175085"
"[Charging_Facility__c]","a239Y0000000YnmQAE","NO1","7359992922208980","707057500020772858"
"[Charging_Facility__c]","a239Y0000000YnnQAE","NO1","5706567269903692","707057500080798874"
"[Charging_Facility__c]","a239Y0000000YnoQAE","NO1","7359992909016256","707057500057605938"
"[Charging_Facility__c]","a239Y0000000YnpQAE","NO3","6970631408143864","707057500069157999"
"[Charging_Facility__c]","a239Y0000000YnqQAE","NO3","6970631400479923","707057500069216122"
"[Charging_Facility__c]","a239Y0000000YnrQAE","NO3","6970631403986398","707057500069194567"
"[Charging_Facility__c]","a239Y0000000YnsQAE","NO1","7359992925175005","707057500057610789"
"[Charging_Facility__c]","a239Y0000000YntQAE","NO1","7359992925175005","707057500057610789"
"[Charging_Facility__c]","a239Y0000000YnuQAE","NO3","6970631404692878","707057500069335090"
"[Charging_Facility__c]","a239Y0000000YnvQAE","NO3","6970631409077984","707057500069334536"
"[Charging_Facility__c]","a239Y0000000YnwQAE","NO3","6970631404698436","707057500069334567"
"[Charging_Facility__c]","a239Y0000000YnxQAE","NO3","6970631408706830","707057500065591360"
"[Charging_Facility__c]","a239Y0000000YnyQAE","NO1","7359992922210686","707057500020787890"
"[Charging_Facility__c]","a239Y0000000YnzQAE","NO5","6970631402853752","707057500029891680"
"[Charging_Facility__c]","a239Y0000000Yo0QAE","NO1","7359992922449253","707057500057477290"
"[Charging_Facility__c]","a239Y0000000Yo1QAE","NO1","5706567339245332","707057500017025967"
"[Charging_Facility__c]","a239Y0000000Yo2QAE","NO5","6970631402859006","707057500029832515"
"[Charging_Facility__c]","a239Y0000000Yo3QAE","NO5","6970631402845603","707057500029832829"
"[Charging_Facility__c]","a239Y0000000Yo4QAE","NO2","7359992929048916","707057500072112787"
"[Charging_Facility__c]","a239Y0000000Yo5QAE","NO3","6970631408496915","707057500069220334"
"[Charging_Facility__c]","a239Y0000000Yo6QAE","NO5","6970631402850867","707057500029956235"
"[Charging_Facility__c]","a239Y0000000Yo7QAE","NO1","7359992905001676","707057500057449181"
"[Charging_Facility__c]","a239Y0000000Yo8QAE","NO3","6970631404693172","707057500069335076"
"[Charging_Facility__c]","a239Y0000000YoAQAU","NO3","6970631404692908","707057500069335106"
"[Charging_Facility__c]","a239Y0000000YoBQAU","NO1","7359992909029300","707057500057438185"
"[Charging_Facility__c]","a239Y0000000YoCQAU","NO2","7359992909844965","707057500042500163"
"[Charging_Facility__c]","a239Y0000000YoDQAU","NO2","7359992906138302","707057500042500637"
"[Charging_Facility__c]","a239Y0000000YoEQAU","NO3","6970631406026541","707057500069179700"
"[Charging_Facility__c]","a239Y0000000YoFQAU","NO3","6970631405205206","707057500069175030"
"[Charging_Facility__c]","a239Y0000000YoGQAU","NO1","7359992907983932","707057500057686616"
"[Charging_Facility__c]","a239Y0000000YoHQAU","NO1","7359992921619084","707057500023351661"
"[Charging_Facility__c]","a239Y0000000YoIQAU","NO1","7359992908014994","707057500057477313"
"[Charging_Facility__c]","a239Y0000000YoJQAU","NO1","7359992901844178","707057500023351975"
"[Charging_Facility__c]","a239Y0000000YoKQAU","NO1","5706567331883228","707057500080651100"
"[Charging_Facility__c]","a239Y0000000YoLQAU","NO1","7359992925175005","707057500057610789"
"[Charging_Facility__c]","a239Y0000000YoMQAU","NO3","6970631405215403","707057500069271336"
"[Charging_Facility__c]","a239Y0000000YoNQAU","NO3","6970631408706830","707057500065591360"
"[Charging_Facility__c]","a239Y0000000YoOQAU","NO3","7359992933648621","707057500084803901"
"[Charging_Facility__c]","a239Y0000000YoPQAU","NO3","6970631408703617","707057500069175078"
"[Charging_Facility__c]","a239Y0000000YoQQAU","NO2","7359992926350074","707057500072095011"
"[Charging_Facility__c]","a239Y0000000YoRQAU","NO2","7359992901085595","707057500072030401"
"[Charging_Facility__c]","a239Y0000000YoSQAU","NO3","6970631407519189","707057500069170141"
"[Charging_Facility__c]","a239Y0000000YoTQAU","NO3","6970631408271901","707057500069180409"
"[Charging_Facility__c]","a239Y0000000YoUQAU","NO2","5706567278750300","707057500076535841"
"[Charging_Facility__c]","a239Y0000000YoVQAU","NO3","6970631401725968","707057500068104680"
"[Charging_Facility__c]","a239Y0000000YoWQAU","NO1","7359992922208980","707057500020772858"
"[Charging_Facility__c]","a239Y0000000YoXQAU","NO1","7359992907824181","707057500057467055"
"[Charging_Facility__c]","a239Y0000000YoYQAU","NO1","7359992922208980","707057500020772858"
"[Charging_Facility__c]","a239Y0000000YoZQAU","NO2","5706567297249052","707057500076471163"
"[Charging_Facility__c]","a239Y0000000YoaQAE","NO3","6970631407533987","707057500069211653"
"[Charging_Facility__c]","a239Y0000000YobQAE","NO1","7359992909022523","707057500057608434"
"[Charging_Facility__c]","a239Y0000000YocQAE","NO1","5706567269905818","707057500080798881"
"[Charging_Facility__c]","a239Y0000000YodQAE","NO3","6970631406588155","707057500069232658"
"[Charging_Facility__c]","a239Y0000000YoeQAE","NO3","6970631408757344","707057500069286316"
"[Charging_Facility__c]","a239Y0000000YofQAE","NO2","5706567316272795","707057500076485078"
"[Charging_Facility__c]","a239Y0000000YogQAE","NO1","7359992925176712","707057500057628951"
"[Charging_Facility__c]","a239Y0000000YohQAE","NO1","7359992925181327","707057500057628821"
"[Charging_Facility__c]","a239Y0000000YojQAE","NO2","7359992922056697","707057500072146010"
"[Charging_Facility__c]","a239Y0000000YokQAE","NO1","7359992926668278","707057500057609127"
"[Charging_Facility__c]","a239Y0000000YolQAE","NO1","7359992908005046","707057500057550160"
"[Charging_Facility__c]","a239Y0000000YomQAE","NO1","7359992908002878","707057500057512403"
"[Charging_Facility__c]","a239Y0000000YonQAE","NO1","48062","707057500087129398"
"[Charging_Facility__c]","a239Y0000000YooQAE","NO3","6970631401394973","707057500068967537"
"[Charging_Facility__c]","a239Y0000000YopQAE","NO5","6970631402678263/665959-4","29787754/29083928-4"
"[Charging_Facility__c]","a239Y0000000YoqQAE","NO3","5706567325427155","707057500010998138"
"[Charging_Facility__c]","a239Y0000000YorQAE","NO1","7359992909030061","707057500057501070"
"[Charging_Facility__c]","a239Y0000000YosQAE","NO1","7359992907989903","707057500057450835"
"[Charging_Facility__c]","a239Y0000000YotQAE","NO3","6970631408273318","707057500069194956"
"[Charging_Facility__c]","a239Y0000000YouQAE","NO5","6970631409004676","707057500029961758"
"[Charging_Facility__c]","a239Y0000000YovQAE","NO3","6970631408701811","707057500069137823"
"[Charging_Facility__c]","a239Y0000000YowQAE","NO3","6970631408702870","707057500069180379"
"[Charging_Facility__c]","a239Y0000000YoxQAE","NO5","6970631402666277","707057500029799818"
"[Charging_Facility__c]","a239Y0000000YozQAE","NO1","7359992909026194","707057500057523928"
"[Charging_Facility__c]","a239Y0000000Yp0QAE","NO1","7359992908002120","707057500057385502"
"[Charging_Facility__c]","a239Y0000000Yp1QAE","NO3","6970631408851936","707057500065589954"
"[Charging_Facility__c]","a239Y0000000Yp2QAE","NO1","7359992909027368","707057500057579871"
"[Charging_Facility__c]","a239Y0000000Yp3QAE","NO5","6970631402003355","707057500029937845"
"[Charging_Facility__c]","a239Y0000000Yp5QAE","NO2","7359992931139992","707057500042769577"
"[Charging_Facility__c]","a239Y0000000Yp6QAE","NO5","6970631400945374",""
"[Charging_Facility__c]","a239Y0000000Yp7QAE","NO1","7359992907393014","707057500057192780"
"[Charging_Facility__c]","a239Y0000000Yp9QAE","NO1","7359992922210341","707057500020566860"
"[Charging_Facility__c]","a239Y0000000YpAQAU","NO1","7359992907057800","707057500057192766"
"[Charging_Facility__c]","a239Y0000000YpCQAU","NO5","6970631409657711","707057500029991175"
"[Charging_Facility__c]","a239Y0000000YpDQAU","NO1","7359992907983260","707057500057686593"
"[Charging_Facility__c]","a239Y0000000YpEQAU","NO1","7359992892853685","707057500066938898"
"[Charging_Facility__c]","a239Y0000000YpFQAU","NO1","7359992920093212","707057500057471069"
"[Charging_Facility__c]","a239Y0000000YpGQAU","NO1","7359992921024963","707057500057497496"
"[Charging_Facility__c]","a239Y0000000YpHQAU","NO1","7359992908696299","707057500057105834"
"[Charging_Facility__c]","a239Y0000000YpIQAU","NO1","7359992907990268","707057500057550153"
"[Charging_Facility__c]","a239Y0000000YpJQAU","NO3","6970631408720386","707057500069176846"
"[Charging_Facility__c]","a239Y0000000YpKQAU","NO1","7359992908381041","707057500082374625"
"[Charging_Facility__c]","a239Y0000000YpLQAU","NO1","7359992932882552","707057500057888430"
"[Charging_Facility__c]","a239Y0000000YpMQAU","NO1","7359992920232406","707057500057529708"
"[Charging_Facility__c]","a239Y0000000YpNQAU","NO2","5706567316258324","707057500076516017"
"[Charging_Facility__c]","a239Y0000000YpOQAU","NO3","6970631406324234","707057500069215187"
"[Charging_Facility__c]","a239Y0000000YpPQAU","NO1","7359992908008528","707057500057507744"
"[Charging_Facility__c]","a239Y0000000YpQQAU","NO3","6970631409077724","707057500069341879"
"[Charging_Facility__c]","a239Y0000000YpTQAU","NO1","7359992907982874","707057500057498097"
"[Charging_Facility__c]","a239Y0000000YpUQAU","NO3","6970631405221220","707057500065638126"
"[Charging_Facility__c]","a239Y0000000YpVQAU","NO3","6970631409028818","707057500069387730"
"[Charging_Facility__c]","a239Y0000000YpWQAU","NO1","7359992909109842","707057500057397949"
"[Charging_Facility__c]","a239Y0000000YpXQAU","NO1","5706567268576521","707057500080347805"
"[Charging_Facility__c]","a239Y0000000YpYQAU","NO1","5706567269908024","707057500080798898"
"[Charging_Facility__c]","a239Y0000000YpZQAU","NO1","7359992922210617","707057500020944422"
"[Charging_Facility__c]","a239Y0000000YpaQAE","NO1","7359992927480916","707057500057736755"
"[Charging_Facility__c]","a239Y0000000YpbQAE","NO3","6970631408149125","707057500069323660"
"[Charging_Facility__c]","a239Y0000000YpcQAE","NO1","7359992908737619","707057500057438154"
"[Charging_Facility__c]","a239Y0000000YpdQAE","NO1","5706567334926373","707057500016935502"
"[Charging_Facility__c]","a239Y0000000YpeQAE","NO5","6970631402666208","707057500029780694"
"[Charging_Facility__c]","a239Y0000000YpfQAE","NO3","6970631408755807","707057500069337728"
"[Charging_Facility__c]","a239Y0000000YpgQAE","NO3","",""
"[Charging_Facility__c]","a239Y0000000YphQAE","NO1","5706567269908024","707057500080798898"
"[Charging_Facility__c]","a239Y0000000YpiQAE","NO1","7359992922426551","707057500057504675"
"[Charging_Facility__c]","a239Y0000000YpjQAE","NO2","5706567324925881","707057500076511562"
"[Charging_Facility__c]","a239Y0000000YpkQAE","NO1","7359992901823425","707057500057523744"
"[Charging_Facility__c]","a239Y0000000YplQAE","NO3","6970631408714453","707057500069231972"
"[Charging_Facility__c]","a239Y0000000YpmQAE","NO1","5706567331883204","707057500080651117"
"[Charging_Facility__c]","a239Y0000000YpnQAE","NO5","6970631400968670","707057500029946892"
"[Charging_Facility__c]","a239Y0000000YpoQAE","NO3","6970631404677431","707057500069177041"
"[Charging_Facility__c]","a239Y0000000YppQAE","NO1","7359992922211416","707057500020590933"
"[Charging_Facility__c]","a239Y0000000YpqQAE","NO1","7359992909020932","707057500057605945"
"[Charging_Facility__c]","a239Y0000000YprQAE","NO4","5706567325438892","707057500063365741"
"[Charging_Facility__c]","a239Y0000000YpsQAE","NO1","7359992920796700","707057500057546507"
"[Charging_Facility__c]","a239Y0000000YptQAE","NO3","6970631402933157","707057500069221263"
"[Charging_Facility__c]","a239Y0000000YpuQAE","NO1","7359992907981785","707057500057761153"
"[Charging_Facility__c]","a239Y0000000YpvQAE","NO3","6970631401451775","707057500069269081"
"[Charging_Facility__c]","a239Y0000000YpwQAE","NO1","7359992909665355","707057500057788181"
"[Charging_Facility__c]","a239Y0000000YpxQAE","NO5","6970631403527041","707057500029935292"
"[Charging_Facility__c]","a239Y0000000YpyQAE","NO5","6970631403522787","707057500029858966"
"[Charging_Facility__c]","a239Y0000000YpzQAE","NO1","5706567272286348","707057500080542156"
"[Charging_Facility__c]","a239Y0000000Yq0QAE","NO1","7359992908005961","707057500057514964"
"[Charging_Facility__c]","a239Y0000000Yq1QAE","NO1","7359992922207228","707057500020925520"
"[Charging_Facility__c]","a239Y0000000Yq2QAE","NO3","6970631405205206","707057500069175030"
"[Charging_Facility__c]","a239Y0000000Yq3QAE","NO5","6970631409661077","707057500029823223"
"[Charging_Facility__c]","a239Y0000000Yq4QAE","NO3","6970631400069704","707057500069180447"
"[Charging_Facility__c]","a239Y0000000Yq5QAE","NO3","6970631408715474","707057500069248062"
"[Charging_Facility__c]","a239Y0000000Yq6QAE","NO1","7359992901835152","707057500021804039"
"[Charging_Facility__c]","a239Y0000000Yq7QAE","NO1","7359992909019844","707057500057454437"
"[Charging_Facility__c]","a239Y0000000Yq8QAE","NO1","7359992922531699","707057500057524291"
