charger_id,timestamp,value,observation_id,floor_timesamp,time_diff_seconds
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2024-12-15 14:17:00.156772+00:00,0.00014702102788838886,513,2024-12-15 14:00:00+00:00,16.352527
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2024-12-15 14:17:16.509299+00:00,0.0,513,2024-12-15 14:00:00+00:00,0.0
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2024-12-15 17:58:07.646098+00:00,0.0,513,2024-12-15 17:00:00+00:00,0.0
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 20:40:09.878655+00:00,2.9910787414999997e-05,513,2025-01-03 20:00:00+00:00,16.34246
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 20:40:26.221115+00:00,0.0,513,2025-01-03 20:00:00+00:00,0.0
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:04:47.664630+00:00,0.212361038937139,513,2025-01-03 23:00:00+00:00,122.338595
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:06:50.003225+00:00,0.22742702789150698,513,2025-01-03 23:00:00+00:00,137.377039
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:09:07.380264+00:00,0.1670813688741482,513,2025-01-03 23:00:00+00:00,106.937422
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:10:54.317686+00:00,0.1601252868276848,513,2025-01-03 23:00:00+00:00,106.903017
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:12:41.220703+00:00,0.1714335565050597,513,2025-01-03 23:00:00+00:00,122.165246
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:14:43.385949+00:00,0.16253590659468306,513,2025-01-03 23:00:00+00:00,122.36533
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:16:45.751279+00:00,0.18825961264844301,513,2025-01-03 23:00:00+00:00,150.761772
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:19:16.513051+00:00,0.12927519140872237,513,2025-01-03 23:00:00+00:00,109.150007
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:21:05.663058+00:00,0.16677703864306379,513,2025-01-03 23:00:00+00:00,152.513486
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:23:38.176544+00:00,0.10614661992648163,513,2025-01-03 23:00:00+00:00,106.895533
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:25:25.072077+00:00,0.08365833269960833,513,2025-01-03 23:00:00+00:00,91.672495
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:26:56.744572+00:00,0.12517739707710793,513,2025-01-03 23:00:00+00:00,152.562259
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:29:29.306831+00:00,0.10454954499306389,513,2025-01-03 23:00:00+00:00,137.36221
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:31:46.669041+00:00,0.12300797814053646,513,2025-01-03 23:00:00+00:00,183.135301
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:34:49.804342+00:00,0.13046246214716445,513,2025-01-03 23:00:00+00:00,213.499168
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:38:23.303510+00:00,0.15147573570442002,513,2025-01-03 23:00:00+00:00,290.36103
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:43:13.664540+00:00,0.12048797695312499,513,2025-01-03 23:00:00+00:00,259.44327
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:47:33.107810+00:00,0.1938018641910606,513,2025-01-03 23:00:00+00:00,518.710213
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-03 23:56:11.818023+00:00,0.0,513,2025-01-03 23:00:00+00:00,0.0
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-04 00:09:56.424228+00:00,0.1975993995072972,513,2025-01-04 00:00:00+00:00,854.9899
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-04 00:24:11.414128+00:00,0.00013330026517125,513,2025-01-04 00:00:00+00:00,305.248365
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-04 00:29:16.662493+00:00,0.0156508472128385,513,2025-01-04 00:00:00+00:00,45.809894
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-04 00:30:02.472387+00:00,0.03119052080097445,513,2025-01-04 00:00:00+00:00,122.025565
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-04 00:32:04.497952+00:00,0.028914271110117917,513,2025-01-04 00:00:00+00:00,167.906513
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-04 00:34:52.404465+00:00,0.0003623644588958334,513,2025-01-04 00:00:00+00:00,305.006325
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-04 00:39:57.410790+00:00,0.010401305373459999,513,2025-01-04 00:00:00+00:00,30.54789
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-04 00:40:27.958680+00:00,0.02733590582279,513,2025-01-04 00:00:00+00:00,106.848648
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-04 00:42:14.807328+00:00,0.02128060964178089,513,2025-01-04 00:00:00+00:00,122.025712
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-04 00:44:16.833040+00:00,0.00010975978641955555,513,2025-01-04 00:00:00+00:00,305.194432
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-04 00:49:22.027472+00:00,0.009525178827662666,513,2025-01-04 00:00:00+00:00,30.486984
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-04 00:49:52.514456+00:00,0.04137066818769556,513,2025-01-04 00:00:00+00:00,183.034232
1976135a-3624-4ccb-913f-f62ce8c2c4a6,2025-01-04 00:52:55.548688+00:00,0.0,513,2025-01-04 00:00:00+00:00,0.0
8248cd44-4d3e-4c47-a284-61d638a00881,2024-12-12 20:45:43.297899+00:00,4.044629566430556e-05,513,2024-12-12 20:00:00+00:00,16.401395
8248cd44-4d3e-4c47-a284-61d638a00881,2024-12-12 20:45:59.699294+00:00,0.0,513,2024-12-12 20:00:00+00:00,0.0
8248cd44-4d3e-4c47-a284-61d638a00881,2024-12-12 22:23:04.942971+00:00,0.0,513,2024-12-12 22:00:00+00:00,0.0
8248cd44-4d3e-4c47-a284-61d638a00881,2024-12-13 02:07:00.750959+00:00,0.0,513,2024-12-13 02:00:00+00:00,0.0
8248cd44-4d3e-4c47-a284-61d638a00881,2024-12-17 17:17:25.135663+00:00,4.54119907975e-05,513,2024-12-17 17:00:00+00:00,2.197443
8248cd44-4d3e-4c47-a284-61d638a00881,2024-12-17 17:17:27.333106+00:00,0.005918801728148889,513,2024-12-17 17:00:00+00:00,14.150522
8248cd44-4d3e-4c47-a284-61d638a00881,2024-12-17 17:17:41.483628+00:00,0.34305217492209533,513,2024-12-17 17:00:00+00:00,168.113372
8248cd44-4d3e-4c47-a284-61d638a00881,2024-12-17 17:20:29.597000+00:00,0.0,513,2024-12-17 17:00:00+00:00,18.213348
8248cd44-4d3e-4c47-a284-61d638a00881,2024-12-17 17:20:47.810348+00:00,9.256240884583333e-06,513,2024-12-17 17:00:00+00:00,16.378701
8248cd44-4d3e-4c47-a284-61d638a00881,2024-12-17 17:21:04.189049+00:00,0.0,513,2024-12-17 17:00:00+00:00,0.0
8248cd44-4d3e-4c47-a284-61d638a00881,2024-12-17 19:11:25.723620+00:00,0.0,513,2024-12-17 19:00:00+00:00,0.0
